bank-test
age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
66,housemaid,married,high.school,no,yes,no,cellular,may,fri,210,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,no
32,technician,married,basic.9y,no,no,no,cellular,jul,fri,271,5,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
35,services,married,basic.9y,no,yes,no,telephone,apr,mon,26,4,999,2,failure,-1.8,93.075,-47.1,1.405,5099.1,no
30,self-employed,married,university.degree,no,no,no,cellular,jun,mon,212,4,999,0,nonexistent,-1.7,94.055,-39.8,0.72,4991.6,yes
33,services,married,high.school,unknown,no,no,telephone,may,tue,131,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
57,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,145,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
57,retired,single,basic.4y,no,yes,no,telephone,jun,thu,107,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
47,services,divorced,basic.4y,unknown,no,no,cellular,jul,wed,67,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
56,services,divorced,high.school,unknown,no,no,telephone,may,fri,185,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
38,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,62,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
40,admin.,divorced,high.school,no,yes,yes,cellular,jul,mon,52,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
59,entrepreneur,married,university.degree,unknown,no,no,telephone,may,thu,146,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
31,self-employed,single,university.degree,no,no,no,cellular,dec,wed,854,1,999,0,nonexistent,-3,92.713,-33,0.715,5023.5,yes
34,technician,single,university.degree,no,yes,no,cellular,aug,thu,244,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
28,unemployed,single,basic.9y,no,no,yes,cellular,aug,tue,261,1,999,1,failure,-1.7,94.027,-38.3,0.899,4991.6,yes
40,services,married,high.school,no,yes,yes,telephone,may,fri,141,9,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
42,technician,married,high.school,no,yes,no,cellular,apr,thu,163,1,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
49,admin.,married,basic.9y,no,yes,no,cellular,aug,mon,161,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,admin.,married,high.school,unknown,yes,yes,cellular,jul,thu,64,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
41,technician,single,university.degree,unknown,no,no,telephone,may,wed,79,8,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
37,technician,married,university.degree,no,yes,no,cellular,oct,wed,364,1,999,1,failure,-3.4,92.431,-26.9,0.742,5017.5,yes
39,services,married,high.school,no,yes,yes,telephone,jun,mon,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
42,services,single,basic.6y,no,yes,yes,cellular,may,wed,11,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
32,services,married,high.school,no,no,no,cellular,apr,fri,1090,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no
47,admin.,married,high.school,no,yes,no,cellular,aug,tue,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
35,admin.,married,professional.course,no,no,no,cellular,jul,tue,139,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
60,admin.,married,basic.9y,no,yes,no,cellular,aug,thu,259,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
30,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,18,11,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
54,entrepreneur,married,basic.9y,no,no,yes,telephone,jun,fri,249,6,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,85,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
61,unknown,single,basic.4y,no,yes,yes,cellular,may,tue,131,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
43,unemployed,married,basic.9y,unknown,yes,yes,cellular,nov,mon,252,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
32,technician,single,university.degree,unknown,no,no,telephone,may,wed,857,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes
48,blue-collar,married,professional.course,no,yes,yes,telephone,may,tue,231,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,entrepreneur,divorced,university.degree,no,no,yes,cellular,may,thu,95,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
34,blue-collar,married,basic.6y,no,no,no,cellular,may,wed,168,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
41,admin.,married,university.degree,no,yes,no,cellular,jul,fri,269,7,6,3,success,-1.7,94.215,-40.3,0.896,4991.6,no
36,self-employed,married,high.school,unknown,yes,no,cellular,aug,mon,101,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
33,services,married,high.school,no,no,no,telephone,may,wed,147,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
36,admin.,married,university.degree,no,yes,no,telephone,jun,tue,120,11,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,533,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
40,services,married,high.school,no,no,no,cellular,apr,mon,377,3,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no
36,management,married,university.degree,no,yes,no,cellular,nov,wed,161,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
49,admin.,divorced,high.school,no,yes,no,cellular,may,tue,181,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
45,blue-collar,married,unknown,no,yes,yes,cellular,apr,fri,637,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
36,self-employed,single,university.degree,no,no,yes,cellular,jun,mon,458,1,4,4,success,-1.7,94.055,-39.8,0.72,4991.6,yes
32,unemployed,single,professional.course,no,yes,yes,cellular,jun,wed,310,1,999,0,nonexistent,-1.7,94.055,-39.8,0.704,4991.6,yes
55,entrepreneur,divorced,unknown,no,no,no,cellular,jul,tue,67,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,497,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
76,retired,married,professional.course,unknown,yes,no,cellular,jun,tue,352,1,3,1,success,-1.7,94.055,-39.8,0.761,4991.6,yes
46,management,married,university.degree,no,yes,no,cellular,may,thu,247,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
28,management,single,university.degree,no,yes,no,cellular,sep,tue,368,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,no
30,technician,married,high.school,unknown,yes,no,cellular,may,thu,115,3,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
52,housemaid,single,university.degree,no,no,no,cellular,jul,thu,188,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
42,technician,divorced,basic.9y,no,no,no,telephone,may,tue,474,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,management,divorced,university.degree,no,no,no,telephone,may,tue,269,10,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,technician,unknown,high.school,no,yes,no,cellular,aug,wed,536,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
47,housemaid,divorced,basic.4y,unknown,yes,yes,telephone,nov,wed,475,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
56,technician,divorced,university.degree,no,no,no,cellular,nov,fri,178,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
33,blue-collar,single,basic.4y,no,no,no,cellular,may,tue,313,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
38,blue-collar,single,high.school,unknown,no,no,cellular,jul,thu,147,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,210,2,15,1,success,-1.7,94.215,-40.3,0.846,4991.6,no
31,student,single,unknown,no,no,no,cellular,may,thu,243,2,999,1,failure,-1.8,93.876,-40,0.677,5008.7,yes
35,self-employed,married,university.degree,no,no,yes,telephone,may,thu,188,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
41,blue-collar,married,basic.6y,unknown,no,yes,cellular,may,tue,178,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
41,admin.,married,university.degree,no,yes,no,cellular,nov,tue,95,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,yes
30,services,married,high.school,unknown,no,no,telephone,may,wed,629,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
36,admin.,single,high.school,no,yes,no,cellular,apr,fri,245,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
38,self-employed,married,high.school,no,yes,no,telephone,jul,tue,121,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
28,student,single,unknown,unknown,yes,no,cellular,aug,wed,453,1,999,1,failure,-1.7,94.027,-38.3,0.9,4991.6,no
35,admin.,married,university.degree,no,yes,no,cellular,apr,thu,330,1,10,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes
42,technician,single,unknown,no,yes,no,cellular,aug,tue,158,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,no
40,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,355,1,999,0,nonexistent,-2.9,92.963,-40.8,1.252,5076.2,yes
31,entrepreneur,single,basic.6y,unknown,yes,yes,telephone,jun,fri,8,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
39,technician,single,university.degree,no,no,no,cellular,aug,wed,50,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
37,housemaid,married,basic.4y,no,no,no,cellular,jul,tue,56,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
52,housemaid,married,basic.6y,no,yes,no,cellular,aug,tue,112,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
33,admin.,married,university.degree,no,yes,no,cellular,nov,thu,240,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,unemployed,married,university.degree,no,no,yes,telephone,jul,fri,85,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,no
34,services,single,high.school,no,no,no,telephone,jul,tue,29,16,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,single,university.degree,no,no,no,telephone,may,fri,47,8,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
56,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,wed,99,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
47,services,married,high.school,no,yes,no,cellular,aug,mon,140,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
41,technician,single,university.degree,no,no,no,cellular,jul,thu,186,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
34,admin.,single,university.degree,no,yes,no,cellular,aug,mon,145,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
35,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
19,student,single,high.school,unknown,yes,no,cellular,may,tue,338,4,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
28,unemployed,single,high.school,no,yes,no,telephone,jul,wed,203,1,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no
41,blue-collar,divorced,basic.6y,no,yes,yes,telephone,may,wed,343,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
27,services,single,high.school,unknown,no,no,cellular,may,fri,54,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,57,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
35,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,231,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
32,services,single,basic.9y,no,no,no,cellular,jul,wed,168,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
43,management,married,professional.course,no,no,no,telephone,may,wed,764,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
42,admin.,married,university.degree,no,no,no,cellular,jul,wed,73,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
30,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,5,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,no
34,admin.,single,university.degree,no,no,no,cellular,jun,mon,62,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,no
26,technician,married,professional.course,no,yes,no,telephone,may,tue,345,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
30,technician,single,professional.course,no,no,no,cellular,jul,tue,125,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
61,retired,married,basic.9y,no,no,no,cellular,apr,thu,165,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,no
48,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,179,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,382,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
50,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
32,technician,married,professional.course,no,yes,no,cellular,aug,tue,185,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
36,technician,married,high.school,no,no,no,cellular,aug,mon,46,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
28,admin.,married,high.school,no,yes,no,telephone,jun,mon,267,10,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
35,management,married,university.degree,no,no,yes,telephone,aug,mon,67,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
37,technician,single,high.school,no,no,no,telephone,jun,mon,394,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
48,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,130,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
35,unemployed,married,basic.4y,no,yes,no,cellular,nov,mon,57,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
47,technician,single,professional.course,no,yes,no,cellular,jul,mon,108,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,single,university.degree,no,no,no,cellular,jul,wed,873,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
53,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,119,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
27,services,married,high.school,unknown,no,yes,telephone,may,fri,100,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,services,married,high.school,no,yes,no,cellular,jul,thu,69,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
52,management,divorced,university.degree,no,yes,no,cellular,nov,mon,161,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
39,admin.,married,basic.6y,unknown,no,no,cellular,jul,wed,1176,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
56,retired,single,professional.course,unknown,yes,no,cellular,jul,fri,161,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,technician,married,professional.course,no,no,no,cellular,aug,mon,77,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,admin.,married,university.degree,no,yes,no,cellular,aug,fri,24,10,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
53,technician,married,professional.course,no,yes,no,telephone,sep,fri,384,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,no
32,blue-collar,married,professional.course,no,no,no,telephone,may,fri,278,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29,unemployed,single,university.degree,no,yes,no,cellular,aug,tue,33,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,no
36,admin.,married,high.school,no,yes,no,telephone,jul,tue,305,7,999,0,nonexistent,-2.9,92.469,-33.6,0.937,5076.2,no
24,technician,single,professional.course,no,no,no,cellular,may,fri,582,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
49,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,199,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
28,admin.,single,university.degree,no,yes,no,cellular,may,tue,187,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
51,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,mon,200,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
33,unemployed,married,high.school,no,yes,yes,cellular,may,mon,109,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
34,technician,single,university.degree,no,yes,yes,cellular,aug,thu,38,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
35,technician,married,professional.course,no,no,no,cellular,apr,wed,225,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
39,unemployed,single,university.degree,no,yes,no,cellular,dec,mon,387,1,6,2,success,-3,92.713,-33,0.706,5023.5,yes
34,management,married,university.degree,unknown,no,no,telephone,jun,mon,84,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,tue,67,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
49,blue-collar,married,basic.9y,unknown,no,yes,cellular,may,mon,290,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
32,admin.,single,university.degree,no,yes,no,cellular,may,mon,8,7,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
53,self-employed,married,basic.9y,no,yes,no,cellular,may,tue,600,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
51,blue-collar,single,basic.4y,unknown,no,no,telephone,may,fri,448,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
37,technician,single,university.degree,no,no,no,telephone,may,fri,62,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,fri,602,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
51,management,married,basic.4y,no,no,no,cellular,jul,mon,104,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
30,admin.,single,university.degree,no,yes,no,cellular,jun,wed,617,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
41,management,married,unknown,no,yes,no,telephone,jun,fri,143,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
39,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,476,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes
27,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,185,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26,admin.,married,high.school,no,yes,no,cellular,nov,fri,338,1,7,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes
31,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,115,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
49,retired,divorced,professional.course,no,yes,yes,telephone,aug,tue,128,8,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
47,technician,married,professional.course,no,yes,no,telephone,may,thu,69,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
39,admin.,married,high.school,no,yes,no,telephone,may,tue,0,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
56,technician,married,professional.course,no,no,no,cellular,nov,thu,51,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
42,admin.,married,university.degree,no,yes,no,cellular,nov,mon,375,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
44,admin.,married,high.school,no,yes,yes,telephone,may,tue,177,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
52,services,married,high.school,no,yes,no,telephone,nov,tue,251,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
25,services,single,high.school,no,no,no,cellular,aug,fri,553,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,no
36,admin.,single,university.degree,no,no,no,cellular,nov,wed,154,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
41,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,74,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
37,technician,single,high.school,no,yes,no,telephone,apr,thu,63,2,999,2,failure,-1.8,93.075,-47.1,1.41,5099.1,no
38,management,married,university.degree,no,no,no,telephone,may,fri,461,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
34,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,223,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
31,management,single,high.school,no,no,no,cellular,may,wed,90,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
39,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,145,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,housemaid,divorced,basic.4y,no,yes,no,cellular,nov,tue,163,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,no
38,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,jul,tue,319,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
39,technician,divorced,professional.course,no,yes,yes,cellular,aug,tue,80,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
32,admin.,married,high.school,no,yes,no,cellular,may,mon,689,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
51,services,married,high.school,no,no,no,telephone,jun,tue,236,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
52,admin.,married,high.school,no,yes,yes,cellular,may,fri,81,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
55,technician,married,professional.course,no,no,no,cellular,nov,fri,182,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
35,admin.,single,university.degree,no,no,no,cellular,aug,mon,90,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,75,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
29,blue-collar,married,high.school,no,no,no,telephone,jun,thu,718,13,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
38,blue-collar,married,professional.course,no,yes,no,telephone,may,tue,321,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
51,technician,married,high.school,no,no,no,cellular,nov,mon,198,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
35,entrepreneur,single,basic.9y,no,yes,no,cellular,nov,mon,42,2,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,no
34,admin.,single,high.school,no,yes,no,cellular,may,wed,195,2,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
47,housemaid,married,unknown,no,yes,no,cellular,nov,wed,87,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
32,technician,married,professional.course,no,yes,no,telephone,may,fri,322,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
39,admin.,married,basic.9y,unknown,no,no,cellular,jul,wed,131,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
56,self-employed,married,university.degree,no,no,no,telephone,jun,fri,129,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
31,blue-collar,married,professional.course,no,yes,no,cellular,jul,wed,458,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
46,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,796,5,999,1,failure,-0.1,93.2,-42,4.021,5195.8,yes
44,unknown,married,high.school,unknown,no,no,cellular,jul,tue,153,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,blue-collar,married,basic.4y,unknown,no,no,cellular,may,tue,246,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
31,technician,divorced,professional.course,no,yes,no,cellular,jul,wed,662,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
37,blue-collar,married,high.school,no,yes,no,cellular,may,fri,475,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
32,management,single,university.degree,no,yes,no,cellular,mar,mon,75,2,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,no
48,admin.,divorced,high.school,no,no,no,telephone,may,tue,315,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,entrepreneur,married,professional.course,unknown,no,no,cellular,may,mon,295,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
30,unemployed,married,unknown,no,yes,no,cellular,nov,thu,216,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
37,technician,married,professional.course,unknown,yes,yes,cellular,jul,tue,144,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
38,blue-collar,single,high.school,no,yes,yes,telephone,jun,thu,21,1,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,no
36,technician,married,university.degree,no,yes,no,cellular,may,mon,219,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
55,blue-collar,divorced,basic.4y,no,no,no,cellular,may,fri,278,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
51,services,married,professional.course,unknown,no,no,cellular,may,thu,113,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
42,admin.,married,university.degree,no,no,no,cellular,jul,wed,799,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
29,admin.,married,university.degree,no,no,no,cellular,nov,mon,142,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,no
59,self-employed,married,university.degree,no,yes,no,cellular,may,tue,61,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no
31,services,single,high.school,no,no,yes,cellular,jul,thu,9,17,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
31,admin.,married,professional.course,no,no,yes,cellular,dec,mon,367,2,999,1,failure,-3,92.713,-33,0.709,5023.5,yes
34,admin.,married,high.school,no,yes,yes,telephone,may,fri,20,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
37,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,204,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
25,blue-collar,single,basic.4y,no,no,no,telephone,jun,wed,107,19,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
34,self-employed,married,university.degree,no,unknown,unknown,cellular,jul,fri,156,3,999,2,failure,-1.7,94.215,-40.3,0.896,4991.6,no
37,technician,married,high.school,no,yes,no,telephone,jun,tue,267,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
26,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,232,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
